bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	amount	analyte_type	concentration	gel_image_file	spectrophotometer_method	well_number	analyte_type_id	bcr_analyte_uuid
TCGA-BH-A0E1-11A	TCGA-BH-A0E1-11A-13D	2.00	22.20	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	f6c66652-f721-46ef-9464-fd5f4fbc7c0b
TCGA-BH-A0E1-11A	TCGA-BH-A0E1-11A-13R	1.77	17.22	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	e57e86e8-c15f-4d10-8245-bf0706d63453
TCGA-BH-A0E1-11A	TCGA-BH-A0E1-11A-13W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	709F0307-233A-458C-A313-B36AADD47B13
TCGA-BH-A0E1-11A	TCGA-BH-A0E1-11A-13X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	265ECED7-14A4-4F5D-AD6A-72F989D505CC
TCGA-BH-A0E2-01A	TCGA-BH-A0E2-01A-11D	1.92	35.34	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	2c3e636e-171b-4235-9f2f-5c60b08cff0a
TCGA-BH-A0E2-01A	TCGA-BH-A0E2-01A-11R	1.76	24.35	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	fde194ca-7d6b-43b8-85c9-d385d4f9fcca
TCGA-BH-A0E2-01A	TCGA-BH-A0E2-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	336E1AF6-DAFE-4873-8712-662EBA2B6DDF
TCGA-BH-A0E2-01A	TCGA-BH-A0E2-01A-11X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	935A357D-CE64-42D5-8D82-385974527E4F
TCGA-BH-A0E2-10A	TCGA-BH-A0E2-10A-01D	2.09	35.77	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	1d9ee318-3944-424a-b2ac-d8e24daeed46
TCGA-BH-A0E2-10A	TCGA-BH-A0E2-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	7AEEBC71-71C7-4E33-8B2C-F5DA2BC5AF90
TCGA-BH-A0E2-10A	TCGA-BH-A0E2-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	675894CA-B168-456D-A384-14FF8BBE376C
TCGA-BH-A0E6-01A	TCGA-BH-A0E6-01A-11D	1.83	21.71	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	d63e3752-1ebc-4940-934d-10bbbd07153a
TCGA-BH-A0E6-01A	TCGA-BH-A0E6-01A-11R	1.81	19.07	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	fefb1e9b-5b15-4d5e-a70e-597613aad476
TCGA-BH-A0E6-01A	TCGA-BH-A0E6-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	B1B12391-4398-4836-B98A-355E5D2192DC
TCGA-BH-A0E6-01A	TCGA-BH-A0E6-01A-11X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	47E87A41-1986-4A16-8B98-0FBD5E3D74D5
TCGA-BH-A0E6-10A	TCGA-BH-A0E6-10A-01D	1.92	17.70	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	71bf82bc-95fb-4227-b808-bb86b58c1bca
TCGA-BH-A0E6-10A	TCGA-BH-A0E6-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	42FD0A1B-1EBC-4371-A405-ABFEC22E3E36
TCGA-BH-A0E6-10A	TCGA-BH-A0E6-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	F3BFB4E7-B406-47AE-B211-C64234187608
TCGA-BH-A0E7-01A	TCGA-BH-A0E7-01A-11D	2.07	46.54	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	5ac937b1-bb4a-4a8b-b54f-3d7df30d2ac2
TCGA-BH-A0E7-01A	TCGA-BH-A0E7-01A-11R	1.78	46.18	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	4fddaa25-3ca4-41d7-a86c-9d0ade3b0a75
TCGA-BH-A0E7-01A	TCGA-BH-A0E7-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	8CE296A3-0E6D-4C76-BE6E-AE72DBD01F84
TCGA-BH-A0E7-01A	TCGA-BH-A0E7-01A-11X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	E61E282F-3D7C-42AE-BA62-BA9F782C0916
TCGA-BH-A0E7-10A	TCGA-BH-A0E7-10A-01D	1.86	18.41	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	da2fee95-805a-4a42-bc12-5c372f5ce83c
TCGA-BH-A0E7-10A	TCGA-BH-A0E7-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	CA048208-B17B-467F-97EA-5FEA8F367984
TCGA-BH-A0E7-10A	TCGA-BH-A0E7-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	7D1C337F-6A66-44FA-A16F-582AB0F447DE
TCGA-BH-A0E9-01B	TCGA-BH-A0E9-01B-11D	1.93	19.89	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	21618502-779f-4b69-b11d-8bcd2fc15c03
TCGA-BH-A0E9-01B	TCGA-BH-A0E9-01B-11R	2.00	13.17	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	45648e30-e883-4fcc-91f0-c0e17dd9198d
TCGA-BH-A0E9-01B	TCGA-BH-A0E9-01B-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	7B6D0D43-8A59-4CF3-963D-97542D3D7D56
TCGA-BH-A0E9-10A	TCGA-BH-A0E9-10A-01D	2.00	29.09	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	b823b7f0-d222-4a63-a7d5-9c41339791f6
TCGA-BH-A0E9-10A	TCGA-BH-A0E9-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	A691CC53-3389-4C90-9928-8878991A2766
TCGA-BH-A0EA-01A	TCGA-BH-A0EA-01A-11D	2.03	15.25	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	66ed0f86-5ca5-4dec-ba76-7ee4dcf31831
TCGA-BH-A0EA-01A	TCGA-BH-A0EA-01A-11R	1.80	12.74	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	30cb470f-66d4-4085-8c30-83a42e8453d4
TCGA-BH-A0EA-01A	TCGA-BH-A0EA-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	F19F408A-815F-43D9-8032-E9482B796371
TCGA-BH-A0EA-10A	TCGA-BH-A0EA-10A-01D	1.86	10.70	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	fe678556-acf4-4bde-a95e-860bb0150a95
TCGA-BH-A0EA-10A	TCGA-BH-A0EA-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	69DDC092-88A0-4839-A2BB-9F1C9E760409
TCGA-BH-A0EB-01A	TCGA-BH-A0EB-01A-11D	1.86	25.62	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	581adb9b-0f94-4269-b068-85049fc45192
TCGA-BH-A0EB-01A	TCGA-BH-A0EB-01A-11R	1.84	9.86	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	40539226-3c1a-4ba4-a650-207f006c1444
TCGA-BH-A0EB-01A	TCGA-BH-A0EB-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	EF49BA1D-88AE-4B89-A024-78771D7DAAAF
TCGA-BH-A0EB-01A	TCGA-BH-A0EB-01A-11X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	B42DE76A-6394-451A-ADAC-6BACCF4D0A93
TCGA-BH-A0EB-10A	TCGA-BH-A0EB-10A-01D	2.16	36.94	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	7d794bf6-580c-4722-88d0-84a6c5dca467
TCGA-BH-A0EB-10A	TCGA-BH-A0EB-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	D72EF10B-5442-46DB-B041-A46E3311E132
TCGA-BH-A0EB-10A	TCGA-BH-A0EB-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	CD31B6FA-2D52-4560-BB70-7D2F6AED36D6
TCGA-BH-A0EE-01A	TCGA-BH-A0EE-01A-11D	1.84	57.65	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	820655b4-c154-4e61-ac99-0d022cd81d97
TCGA-BH-A0EE-01A	TCGA-BH-A0EE-01A-11R	1.80	41.20	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	94dc2c2a-0ac6-46c4-a25c-3bbc3ae7750d
TCGA-BH-A0EE-01A	TCGA-BH-A0EE-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	A7F8DE14-85A2-439D-A180-E93831DE1CC6
TCGA-BH-A0EE-01A	TCGA-BH-A0EE-01A-11X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	A4DEDFE5-D19C-4D20-9D80-89DDDA356B1C
TCGA-BH-A0EE-10A	TCGA-BH-A0EE-10A-01D	1.94	10.92	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	e769e394-3502-4fe4-b157-e6b95d380814
TCGA-BH-A0EE-10A	TCGA-BH-A0EE-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	1E7AC038-974D-4201-8E75-9CD3B86B5F34
TCGA-BH-A0EE-10A	TCGA-BH-A0EE-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	C24D4707-E646-4F90-86CD-70EE436B9410
TCGA-BH-A0EI-01A	TCGA-BH-A0EI-01A-11D	1.79	23.75	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	1ab502c4-301b-4e61-86f8-4809e0cf1627
TCGA-BH-A0EI-01A	TCGA-BH-A0EI-01A-11R	1.75	26.48	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	cc11b1cd-3398-482c-91cd-2d44afc7a251
TCGA-BH-A0EI-01A	TCGA-BH-A0EI-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	6CF24B2E-30E6-4E59-B89A-294C6ED2E336
TCGA-BH-A0EI-10A	TCGA-BH-A0EI-10A-01D	1.91	8.69	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	f9fa402f-a885-4662-8fe5-589b45f9d26d
TCGA-BH-A0EI-10A	TCGA-BH-A0EI-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	523E23A9-FFBA-494D-A267-B9294608F435
TCGA-BH-A0GY-01A	TCGA-BH-A0GY-01A-11D	2.08	48.65	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	c6427ecc-67b2-408e-a9d5-c6de08857fdd
TCGA-BH-A0GY-01A	TCGA-BH-A0GY-01A-11R	1.81	44.97	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	4ddd9380-3fa9-49b4-ae8c-169b17dfb645
TCGA-BH-A0GY-01A	TCGA-BH-A0GY-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	39A6C825-E487-4B2D-BFAB-4DD952E17241
TCGA-BH-A0GY-01A	TCGA-BH-A0GY-01A-11X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	B7CBD23A-C4E2-4D0D-8717-5292AFC6B5D9
TCGA-BH-A0GY-10A	TCGA-BH-A0GY-10A-01D	2.06	8.18	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	2a9ce195-514b-4892-b588-8ea5e1b2c1c2
TCGA-BH-A0GY-10A	TCGA-BH-A0GY-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	81EE5689-1D2D-40A1-BC66-CCE32EE95800
TCGA-BH-A0GY-10A	TCGA-BH-A0GY-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	F1302FAC-05ED-474B-AFEE-2DEDBA09C9C5
TCGA-BH-A0GZ-01A	TCGA-BH-A0GZ-01A-11D	1.87	27.94	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	db2fcbe0-d6d6-4fb3-bf2e-096d0bb264a7
TCGA-BH-A0GZ-01A	TCGA-BH-A0GZ-01A-11R	1.76	30.89	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	41e5276d-3ad6-48f1-a070-9f78d075bbcd
TCGA-BH-A0GZ-01A	TCGA-BH-A0GZ-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	2C7CE879-2A98-461C-958E-7B1336702323
TCGA-BH-A0GZ-01A	TCGA-BH-A0GZ-01A-11X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	D103E6F9-0724-4D45-9D1E-F64CB7F7D26F
TCGA-BH-A0GZ-10A	TCGA-BH-A0GZ-10A-01D	1.86	7.87	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	d8553d8f-9e8e-46ab-9f8f-5279cf7c183b
TCGA-BH-A0GZ-10A	TCGA-BH-A0GZ-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	D7D1C4EC-B37E-4A70-8A54-A14D7012F29E
TCGA-BH-A0GZ-10A	TCGA-BH-A0GZ-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	2DB80764-C46C-480F-B2D6-36EE3BBC25E1
TCGA-BH-A0H0-01A	TCGA-BH-A0H0-01A-11D	1.83	58.62	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	98e242c3-82f2-4818-8f32-7477a9f351f6
TCGA-BH-A0H0-01A	TCGA-BH-A0H0-01A-11R	1.80	33.96	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	6f2352e8-2a10-488e-8aa8-e38b3dbe1c16
TCGA-BH-A0H0-01A	TCGA-BH-A0H0-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	D11B0BFF-32A1-42C1-AA02-4F073E8BBA81
TCGA-BH-A0H0-01A	TCGA-BH-A0H0-01A-11X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	EB93225C-2565-45B7-A36C-0294FAC9D39F
TCGA-BH-A0H0-10A	TCGA-BH-A0H0-10A-01D	2.06	8.82	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	983f507a-a8c6-40ac-b997-9fcce13b3cb0
TCGA-BH-A0H0-10A	TCGA-BH-A0H0-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	BF4AE005-7515-4F0B-855B-0EF4AFC1CCF2
TCGA-BH-A0H0-10A	TCGA-BH-A0H0-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	EB155C46-7398-4109-963E-DA1CA73E280D
TCGA-BH-A0H3-01A	TCGA-BH-A0H3-01A-11D	2.05	36.69	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	4c09e361-f7ee-427d-8eff-aa2cd91d94bf
TCGA-BH-A0H3-01A	TCGA-BH-A0H3-01A-11R	1.80	20.88	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	fe79c339-4572-4218-a61d-5d4e51a44d06
TCGA-BH-A0H3-01A	TCGA-BH-A0H3-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	ACB4A5E1-51EF-47DE-9BC1-1E5C3A7FB25E
TCGA-BH-A0H3-11A	TCGA-BH-A0H3-11A-12D	1.89	8.98	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	11076f4f-d105-421e-be82-57db4324890e
TCGA-BH-A0H3-11A	TCGA-BH-A0H3-11A-12W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	D5764670-A791-41DC-B7A8-015CC24DC548
TCGA-BH-A0H5-01A	TCGA-BH-A0H5-01A-21D	1.95	67.39	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	95adcf3c-2eee-4d5d-905e-1f3408fc48c0
TCGA-BH-A0H5-01A	TCGA-BH-A0H5-01A-21R	1.88	15.29	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	fe0361cd-7fa1-4b3e-91de-efb81cb5145c
TCGA-BH-A0H5-01A	TCGA-BH-A0H5-01A-21W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	908BFEB1-8506-4F5B-9AEA-E365C17E7093
TCGA-BH-A0H5-10A	TCGA-BH-A0H5-10A-01D	1.88	7.95	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	7ee53f4a-9eb1-4c1a-b882-c34ebacb6ec1
TCGA-BH-A0H5-10A	TCGA-BH-A0H5-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	3604D91B-01C6-4D58-8C75-303D57409786
TCGA-BH-A0H5-11A	TCGA-BH-A0H5-11A-62D	1.95	63.34	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	c428fafc-17c5-48c1-9565-816c4c500995
TCGA-BH-A0H5-11A	TCGA-BH-A0H5-11A-62R	1.84	114.70	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	b254f55d-67a3-42df-a2fa-f0dfd3b81beb
TCGA-BH-A0H5-11A	TCGA-BH-A0H5-11A-62W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	DC486FB9-C1EC-444E-A4AA-F726FF420483
TCGA-BH-A0H6-01A	TCGA-BH-A0H6-01A-21D	2.03	71.16	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	e4e30c76-90e7-45cb-98ac-d93fae24b3c6
TCGA-BH-A0H6-01A	TCGA-BH-A0H6-01A-21R	1.81	50.00	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	61109046-57d9-432c-a73f-c782a69b5c27
TCGA-BH-A0H6-01A	TCGA-BH-A0H6-01A-21W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	A92036BC-63B1-4720-B758-B1BB2FA1E4ED
TCGA-BH-A0H6-01A	TCGA-BH-A0H6-01A-21X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	ADA2EF51-7B2B-490E-963B-32BDF1600EB4
TCGA-BH-A0H6-10A	TCGA-BH-A0H6-10A-01D	2.08	18.64	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	173248cd-3871-47f2-8cbd-0d0cee974f2f
TCGA-BH-A0H6-10A	TCGA-BH-A0H6-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	BBB2C19E-B0AF-4477-A199-F0F1FF3C6879
TCGA-BH-A0H6-10A	TCGA-BH-A0H6-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	E8A5F9D9-AB24-4B79-B56A-48B15D4D28B2
TCGA-BH-A0H7-01A	TCGA-BH-A0H7-01A-13D	2.00	20.53	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	07c96928-67fb-4489-9403-3947211fdaac
TCGA-BH-A0H7-01A	TCGA-BH-A0H7-01A-13R	1.81	16.75	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	f343db11-e57c-42dc-b890-55e561c5ac80
TCGA-BH-A0H7-01A	TCGA-BH-A0H7-01A-13W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	852D2859-2E48-4C38-A49C-898AB089680A
TCGA-BH-A0H7-01A	TCGA-BH-A0H7-01A-13X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	611B7151-4A08-4D58-BF22-A3E1374B9F91
TCGA-BH-A0H7-10A	TCGA-BH-A0H7-10A-01D	1.96	6.80	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	adf276c3-fde6-4f07-afd2-0e14e09f658f
TCGA-BH-A0H7-10A	TCGA-BH-A0H7-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	11AC9F29-036E-457D-88DF-C2A31BCF1003
TCGA-BH-A0H7-10A	TCGA-BH-A0H7-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	747D3B28-B66B-4CE2-B5DE-1E6DE9D9F51B
TCGA-BH-A0H7-11A	TCGA-BH-A0H7-11A-13D	1.92	15.68	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	fbb8851c-d19c-4930-8788-a7deb889a970
TCGA-BH-A0H7-11A	TCGA-BH-A0H7-11A-13R	1.77	11.87	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	68695db2-03f0-4662-a58b-e9e893b23f42
